artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,genre,tags_humeur,tags_activité
khalid,location,152lZdxL1OR0ZMW6KquMif,84,0.33,0.736,219080,0.449,0.000162,0.0898,-11.462,0.425,80.126,4,0.326,pop,#energique,#dance/#fête
rich the kid,plug walk,1ZAyjvIk9YiD76yYy0TEG6,84,0.202,0.876,175230,0.519,0.0,0.108,-6.531,0.143,94.981,4,0.158,pop,#triste,#dance/#fête
arctic monkeys,do i wanna know?,5FVd6KXrgO9B3JPmC8OPst,84,0.186,0.548,272394,0.532,0.000263,0.217,-7.596,0.0323,85.03,4,0.405,pop,#energique,#dance/#fête
billie eilish,copycat,5w7wuzMzsDer96KqxafeRK,84,0.353,0.679,194711,0.388,9.25e-05,0.341,-10.977,0.0932,124.909,4,0.234,pop,#triste,#dance/#fête
21 savage,bank account,2fQrGHiQOvpL9UgPvtYy6G,84,0.0151,0.884,220307,0.346,7.04e-06,0.0871,-8.228,0.351,75.016,4,0.376,pop,#energique,#dance/#fête
julia michaels,what a time (feat. niall horan),5WtfUKzXircvW8l5aaVZWT,84,0.662,0.518,173307,0.467,0.0,0.0853,-6.184,0.0302,132.854,4,0.386,pop,#energique,#dance/#fête
benny blanco,roses (with juice wrld feat. brendon urie),5YAP8zpqj1eIX88makBjDe,84,0.166,0.613,223543,0.6,0.0,0.117,-7.097,0.154,147.059,4,0.532,pop,#energique,#dance/#fête
coldplay,the scientist,75JFxkI2RXiU7L9VXzMkle,84,0.727,0.56,309600,0.442,1.71e-05,0.11,-7.224,0.0243,146.448,4,0.212,pop,#triste,#dance/#fête
joji,slow dancing in the dark,0rKtyWc8bvkriBthvHKY8d,84,0.544,0.515,209274,0.479,0.00598,0.191,-7.458,0.0261,88.964,4,0.284,pop,#energique,#dance/#fête
billie eilish,come out and play,7wC5eZcFS1Q1BsQ35DU6H4,84,0.693,0.64,210376,0.321,0.0307,0.114,-14.604,0.0931,145.045,4,0.177,pop,#triste,#dance/#fête
j. cole,no role modelz,62vpWI1CHwFy7tMIcSStl8,84,0.302,0.696,292987,0.521,0.0,0.0565,-8.465,0.332,100.0,4,0.458,pop,#energique,#dance/#fête
logic,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,84,0.57,0.62,250173,0.574,0.0,0.19,-7.788,0.0479,100.021,4,0.352,pop,#energique,#dance/#fête
post malone,go flex,5yuShbu70mtHXY0yLzCQLQ,83,0.228,0.665,179613,0.498,0.0,0.0757,-8.185,0.0831,81.967,4,0.127,pop,#triste,#dance/#fête
ed sheeran,perfect duet (ed sheeran & beyoncé),1bhUWB0zJMIKr9yVPrkEuI,83,0.779,0.587,259550,0.299,0.0,0.123,-7.365,0.0263,94.992,3,0.356,pop,#energique,#dance/#fête
lady gaga,million reasons,7dZ1Odmx9jWIweQSatnRqo,83,0.437,0.665,205280,0.424,0.0,0.107,-7.838,0.0444,129.911,4,0.134,pop,#triste,#dance/#fête
martin garrix,in the name of love,23L5CiUhw2jV1OIMwthR3S,83,0.109,0.501,195707,0.519,0.0,0.454,-5.88,0.0409,133.99,4,0.168,pop,#triste,#dance/#fête
the weeknd,call out my name,4MPTj8lMMvxLwT3EwuXFop,83,0.211,0.449,228373,0.599,0.0,0.327,-4.892,0.0369,134.144,3,0.165,pop,#triste,#sport/#cardio
justin bieber,love yourself,50kpGaPAhYJ3sGmk6vplg0,83,0.856,0.607,233720,0.376,0.0,0.285,-9.954,0.453,102.541,4,0.545,pop,#energique,#dance/#fête
tyga,swish,55GiOwtxNajXVbpjjIzMnD,83,0.0831,0.884,194936,0.541,0.0,0.118,-5.608,0.221,105.009,4,0.274,pop,#energique,#dance/#fête
calum scott,dancing on my own,2BOqDYLOJBiMOXShCV1neZ,83,0.839,0.682,260285,0.173,3.26e-05,0.0983,-8.749,0.0314,112.663,4,0.236,pop,#triste,#dance/#fête
post malone,white iverson,6eT7xZZlB2mwyzJ2sUKG6w,83,0.233,0.675,256533,0.562,0.0,0.0816,-7.678,0.0352,130.098,4,0.309,pop,#energique,#dance/#fête
xxxtentacion,the remedy for a broken heart (why am i so in love),4UKCKdYiLN6IMA5ZESUTL7,83,0.779,0.699,160184,0.304,0.000993,0.137,-11.192,0.0993,119.705,4,0.271,pop,#energique,#dance/#fête
sam smith,i'm not the only one,7795WJLVKJoAyVoOtCWqXN,83,0.529,0.677,239317,0.485,2.04e-05,0.0766,-5.795,0.0361,82.001,4,0.493,pop,#energique,#dance/#fête
lil mosey,kamikaze,1iPBD72u3nAyFEeardYuBV,83,0.301,0.792,139200,0.571,0.0,0.1,-7.539,0.094,99.999,4,0.556,pop,#energique,#dance/#fête
a boogie wit da hoodie,demons and angels (feat. juice wrld),3L19besdNQzd342qL78xqm,83,0.0114,0.81,214593,0.55,5.69e-06,0.107,-7.46,0.17,76.503,4,0.183,pop,#triste,#dance/#fête
radiohead,creep,6b2oQwSGFkzsMtQruIWm2p,82,0.0102,0.515,238640,0.43,0.000141,0.129,-9.935,0.0369,91.841,4,0.104,pop,#triste,#dance/#fête
james arthur,empty space,1uru26I2JKd2mQZt0MDCUe,82,0.215,0.404,214227,0.531,0.0,0.0521,-4.328,0.103,164.848,4,0.321,pop,#energique,#sport/#cardio
martin garrix,scared to be lonely,3ebXMykcMXOcLeJ9xZ17XH,82,0.0895,0.584,220883,0.54,0.0,0.261,-7.786,0.0576,137.972,4,0.195,pop,#triste,#dance/#fête
luke combs,beautiful crazy,2rxQMGVafnNaRaXlRMWPde,82,0.676,0.552,193200,0.402,0.0,0.0928,-7.431,0.0262,103.313,4,0.382,pop,#energique,#dance/#fête
madison beer,hurts like hell (feat. offset),3WefHNGtjexZvi66ZEx9u4,82,0.185,0.704,207109,0.56,0.0,0.0948,-6.791,0.179,75.003,4,0.609,pop,#energique,#dance/#fête
kendrick lamar,dna.,6HZILIRieu8S0iqY8kIKhj,82,0.00454,0.638,185947,0.523,0.0,0.0842,-6.664,0.357,139.913,4,0.422,pop,#energique,#dance/#fête
lil baby,close friends (lil baby & gunna),5nzhL67GpF9szXWg5y509A,82,0.044,0.665,203881,0.585,0.0,0.0789,-5.077,0.366,158.953,4,0.658,pop,#energique,#dance/#fête
the beatles,here comes the sun - remastered 2009,6dGnYIeXmHdcikdzNNDMm2,82,0.0339,0.557,185733,0.54,0.00248,0.179,-10.484,0.0347,129.171,4,0.394,pop,#energique,#dance/#fête
6lack,pretty little fears (feat. j. cole),4at3d5QWnlibMVN75ECDrp,82,0.711,0.611,240342,0.466,0.000264,0.0847,-11.361,0.372,192.08,4,0.223,pop,#triste,#dance/#fête
twenty one pilots,heathens,6i0V12jOa3mr6uu4WYhUBr,82,0.0841,0.732,195920,0.396,3.58e-05,0.105,-9.348,0.0286,90.024,4,0.548,pop,#energique,#dance/#fête
why don't we,8 letters,4zRZAmBQP8vhNPf9i9opXt,82,0.649,0.607,190027,0.478,0.0,0.0928,-5.702,0.031,88.979,4,0.255,pop,#energique,#dance/#fête
billie eilish,watch,7eB1V5LvAdxCc7brfGhRRo,82,0.333,0.441,177523,0.599,0.00198,0.103,-8.985,0.225,165.212,4,0.35,pop,#energique,#sport/#cardio
the weeknd,the hills,7fBv7CLKzipRk6EC6TWHOB,82,0.0671,0.58,242253,0.565,0.0,0.135,-7.065,0.0488,112.986,4,0.138,pop,#triste,#dance/#fête
red hot chili peppers,under the bridge,3d9DChrdc6BOeFsbrZ3Is0,82,0.0576,0.559,264307,0.345,0.000105,0.141,-13.496,0.0459,84.581,4,0.458,pop,#energique,#dance/#fête
drake,don't matter to me (with michael jackson),6G8kHiVZ1jW7vHMPVRNZU0,82,0.493,0.826,245787,0.318,0.0131,0.11,-12.391,0.0574,103.002,4,0.138,pop,#triste,#dance/#fête
jeremy zucker,comethru,18uwL0vNUanqZH0ro2QcOP,82,0.601,0.794,181613,0.188,0.0,0.637,-11.957,0.0523,93.967,4,0.64,pop,#energique,#dance/#fête
bad bunny,si estuviésemos juntos,35wvL50xvKpCHEJPxLOLPI,82,0.0626,0.672,169248,0.594,5.14e-05,0.152,-6.813,0.0789,171.854,4,0.158,pop,#triste,#dance/#fête
this band,kahit ayaw mo na,5V2AX2WTOHl2FKtftvisV6,81,0.341,0.662,243015,0.529,0.000208,0.105,-8.539,0.0351,127.584,4,0.424,pop,#energique,#dance/#fête
james tw,when you love someone,1o6YK7phnXgsljfWSQQfWc,81,0.248,0.675,216373,0.444,0.0,0.0531,-6.067,0.028,125.884,4,0.356,pop,#energique,#dance/#fête
metro boomin,don't come out the house (with 21 savage),2Grb4G6t9VIqo6moKUloom,81,0.00661,0.87,168347,0.35,0.000483,0.108,-6.082,0.277,74.963,4,0.175,pop,#triste,#dance/#fête
elton john,"rocket man (i think it's going to be a long, long time)",3gdewACMIVMEWVbyb8O9sY,81,0.386,0.602,281613,0.522,1.44e-05,0.0941,-9.031,0.0285,136.637,4,0.36,pop,#energique,#dance/#fête
december avenue,kung 'di rin lang ikaw,2BgD4nRyx9EZ5o8YEnjRSV,81,0.161,0.502,267759,0.482,0.0,0.187,-4.736,0.0288,133.894,4,0.132,pop,#triste,#dance/#fête
wiz khalifa,see you again (feat. charlie puth),2JzZzZUQj3Qff7wapcbKjc,81,0.369,0.689,229526,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,4,0.283,pop,#energique,#dance/#fête
kygo,remind me to forget,5sIx4BlfYGuZeSLF40N9GH,81,0.193,0.685,217287,0.508,0.0,0.139,-6.4,0.0987,99.063,4,0.315,pop,#energique,#dance/#fête
george ezra,hold my girl,42bbDWZ8WmXTH7PkYAlGLu,81,0.597,0.614,211764,0.527,0.0,0.11,-6.374,0.0302,121.941,4,0.354,pop,#energique,#dance/#fête
calvin harris,this is what you came for,0azC730Exh71aQlOt9Zj3y,81,0.199,0.63,222160,0.928,0.124,0.148,-2.787,0.0331,123.963,4,0.465,pop,#energique,#dance/#fête
joji,yeah right,1VGzxJnVQND7Cg5H5wGj14,81,0.619,0.672,174358,0.588,0.241,0.0992,-9.573,0.133,169.033,4,0.204,pop,#triste,#dance/#fête
mac miller,self care,5bJ1DrEM4hNCafcDd1oxHx,81,0.367,0.52,345133,0.538,0.00187,0.119,-8.109,0.206,141.894,4,0.177,pop,#triste,#dance/#fête
daniel caesar,best part (feat. h.e.r.),1RMJOxR6GRPsBHL8qeC2ux,81,0.808,0.524,209831,0.364,0.0,0.1,-10.209,0.0367,75.24,4,0.436,pop,#energique,#dance/#fête
tyga,dip (feat. nicki minaj),4hXDobvUaXyDFLnmecoY0z,81,0.0311,0.885,195992,0.543,0.0,0.154,-6.338,0.2,99.026,4,0.43,pop,#energique,#dance/#fête
lil peep,save that shit,0S0vWvyZ6Rc79TXkWxT9QA,81,0.0262,0.534,231547,0.583,0.0,0.421,-8.672,0.0288,105.997,4,0.145,pop,#triste,#dance/#fête
alex & sierra,little do you know,1almCHdsfikRPfVB9VrEdT,81,0.746,0.5,185200,0.292,0.0,0.188,-8.554,0.0323,145.879,4,0.37,pop,#energique,#dance/#fête
billie eilish,six feet under,2VlLbhGLVJgdOW7kKdWWFc,81,0.815,0.583,189613,0.301,0.000232,0.0799,-12.693,0.0391,67.448,4,0.176,pop,#triste,#dance/#fête
bryson tiller,exchange,43PuMrRfbyyuz4QpZ3oAwN,81,0.108,0.53,194613,0.433,0.0,0.135,-10.598,0.185,160.14,4,0.274,pop,#energique,#dance/#fête
camila cabello,consequences - orchestra,1ArLnG0bHaHPXqf08sEKM0,81,0.645,0.547,181913,0.289,0.0,0.148,-8.131,0.0348,104.851,3,0.213,pop,#triste,#dance/#fête
lil pump,be like me (feat. lil wayne),6flur5o18COKeafnjLHRiJ,81,0.00335,0.948,240000,0.396,0.0,0.192,-8.08,0.173,104.006,4,0.593,pop,#energique,#dance/#fête
liam payne,strip that down,4Ro98RCK90oHqqSZUnTFq5,81,0.22,0.874,204502,0.497,0.0,0.0761,-5.484,0.0562,106.023,4,0.542,pop,#energique,#dance/#fête
rihanna,fourfiveseconds,78TTtXnFQPzwqlbtbwqN0y,80,0.878,0.576,188238,0.267,0.0,0.119,-5.668,0.044,205.888,4,0.326,pop,#energique,#dance/#fête
plain white t's,hey there delilah,4RCWB3V8V0dignt99LZ8vH,80,0.872,0.657,232533,0.291,0.0,0.114,-10.572,0.0293,103.973,4,0.298,pop,#energique,#dance/#fête
2 chainz,rule the world (feat. ariana grande),1R6VwZ8TuHRzxZUxe88n4I,80,0.158,0.592,245893,0.584,2.63e-06,0.132,-6.232,0.0893,88.073,4,0.447,pop,#energique,#dance/#fête
fifth harmony,work from home (feat. ty dolla $ign),4tCtwWceOPWzenK2HAIJSb,80,0.103,0.803,214480,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,4,0.593,pop,#energique,#dance/#fête
shoreline mafia,"bands (feat. ohgeesy, fenix flexin & master kato)",1n8wr8tRHs5jmBxNWXedcn,80,0.371,0.9,174336,0.385,0.0,0.142,-12.189,0.435,99.964,4,0.488,pop,#energique,#dance/#fête
rihanna,take a bow,3goSVuTt3fDYDP6kRnFwuL,80,0.248,0.697,229413,0.467,0.0,0.0941,-7.536,0.0715,82.081,4,0.572,pop,#energique,#dance/#fête
john mayer,i guess i just feel like,1HNywa8Bk0TmzRwQrzhtPo,80,0.615,0.556,285480,0.528,0.0964,0.122,-8.033,0.0266,159.821,4,0.163,pop,#triste,#dance/#fête
juan karlos,buwan,5f9808hpiCpuNyqqdXmpF2,80,0.447,0.631,343446,0.381,0.000171,0.0902,-11.808,0.04,126.008,4,0.36,pop,#energique,#dance/#fête
drake,mob ties,7rC5Pl8rQSX4myONQHYPBK,80,0.0456,0.755,205147,0.575,0.00124,0.276,-8.393,0.0678,85.987,4,0.49,pop,#energique,#dance/#fête
khalid,saved,248OFOZef6ShXv6DGgbnxU,80,0.189,0.739,206533,0.448,0.0,0.118,-10.28,0.138,81.044,4,0.553,pop,#energique,#dance/#fête
4 non blondes,what's up?,0jWgAnTrNZmOGmqgvHhZEm,80,0.16,0.561,295493,0.555,0.0,0.114,-9.734,0.0287,134.369,4,0.497,pop,#energique,#dance/#fête
ed sheeran,supermarket flowers,4VuS959DSpr82t3qBqCrWG,80,0.914,0.589,221107,0.242,0.0,0.0887,-10.517,0.0442,89.749,4,0.257,pop,#energique,#dance/#fête
sam smith,too good at goodbyes,3VlbOrM6nYPprVvzBZllE5,80,0.615,0.661,201000,0.373,0.0,0.177,-8.249,0.0505,91.5,4,0.523,pop,#energique,#dance/#fête
alicia keys,no one,6IwKcFdiRQZOWeYNhUiWIv,80,0.0209,0.644,253813,0.548,8.68e-06,0.134,-5.416,0.0286,90.042,4,0.166,pop,#triste,#dance/#fête
coolio,gangsta's paradise,7lQWRAjyhTpCWFC0jmclT4,80,0.0655,0.647,240693,0.514,0.0,0.398,-10.05,0.0593,79.974,4,0.387,pop,#energique,#dance/#fête
blackbear,idfc,6y6jbcPG4Yn3Du4moXaenr,80,0.611,0.63,245172,0.5,4.04e-05,0.114,-8.755,0.0611,144.871,4,0.315,pop,#energique,#dance/#fête
meghan trainor,like i'm gonna lose you,2YlZnw2ikdb837oKMKjBkW,80,0.4,0.63,225053,0.53,0.0,0.177,-7.259,0.0434,108.038,3,0.417,pop,#energique,#dance/#fête
lany,malibu nights,0Eqg0CQ7bK3RQIMPw1A7pl,80,0.701,0.559,286928,0.422,1.99e-06,0.0853,-11.89,0.195,74.002,4,0.191,pop,#triste,#dance/#fête
alicia keys,if i ain't got you,3XVBdLihbNbxUwZosxcGuJ,80,0.603,0.609,228707,0.445,6.77e-06,0.104,-9.129,0.106,118.393,3,0.166,pop,#triste,#dance/#fête
shawn mendes,youth (feat. khalid),1h0yImRPIVAjhhHeNVlTuC,80,0.56,0.534,190867,0.596,0.0,0.133,-6.653,0.117,100.121,4,0.324,pop,#energique,#dance/#fête
van morrison,brown eyed girl,3yrSvpt2l1xhsV9Em88Pul,80,0.182,0.491,183307,0.583,0.0,0.407,-10.964,0.0376,150.572,4,0.907,pop,#joyeux,#sport/#cardio
summer walker,girls need love (with drake) - remix,0mfCH4nfpshBQR9ueZP5eP,80,0.443,0.656,222374,0.432,0.0,0.132,-9.481,0.217,97.022,4,0.0897,pop,#triste,#dance/#fête
i belong to the zoo,sana,1X4l4i472kW5ofFP8Xo0x0,80,0.701,0.66,277099,0.373,0.0,0.226,-7.874,0.029,126.887,4,0.348,pop,#energique,#dance/#fête
anne-marie,perfect to me,0DC7Zs2qvAbNK1owWQ4mlL,80,0.0889,0.604,197853,0.546,0.0,0.0734,-5.691,0.151,179.847,4,0.402,pop,#energique,#dance/#fête
wham!,wake me up before you go-go,0ikz6tENMONtK6qGkOrU3c,80,0.272,0.62,231333,0.574,0.0,0.0607,-11.893,0.0421,81.548,4,0.9,pop,#joyeux,#dance/#fête
shawn mendes,fallin' all in you,5EYBryPOgIEPB7r5QIy6eG,80,0.405,0.853,235747,0.476,0.0,0.111,-6.696,0.0361,92.038,4,0.796,pop,#joyeux,#dance/#fête
billie eilish,bored,04sN26COy28wTXYj3dMoiZ,80,0.913,0.606,180933,0.328,0.00131,0.0789,-12.906,0.0512,119.932,4,0.105,pop,#triste,#dance/#fête
sam hunt,body like a back road,7mldq42yDuxiUNn08nvzHO,80,0.463,0.731,165387,0.469,1.04e-06,0.103,-7.226,0.0326,98.963,4,0.631,pop,#energique,#dance/#fête
daniel caesar,get you (feat. kali uchis),7zFXmv6vqI4qOt4yGf3jYZ,80,0.422,0.658,278180,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,4,0.358,pop,#energique,#dance/#fête
trippie redd,taking a walk,4mHgYpuGHu99Mw69E83CP2,80,0.68,0.767,121680,0.538,0.0,0.192,-6.044,0.052,81.031,4,0.343,pop,#energique,#dance/#fête
post malone,rich & sad,2VdT56BGpdqNHUgOe1j5vc,80,0.186,0.601,206453,0.59,0.0,0.0942,-5.001,0.0569,151.952,4,0.274,pop,#energique,#dance/#fête
post malone,paranoid,3fpVWegR6YOS1Yk5HSMYIq,80,0.0379,0.61,221787,0.554,3.84e-05,0.166,-5.501,0.137,159.85,4,0.244,pop,#triste,#dance/#fête
taylor swift,delicate,6NFyWDv5CjfwuzoCkw47Xf,80,0.216,0.75,232253,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4,0.0499,pop,#triste,#dance/#fête
kyle,playinwitme (feat. kehlani),4F1yvJfQ7gJkrcgFJQDjOr,80,0.339,0.689,191680,0.584,0.0,0.297,-5.768,0.119,156.572,4,0.676,pop,#energique,#dance/#fête
two feet,go fuck yourself,4NZrZgrRoR4GwR7flWOXRI,80,0.571,0.765,129600,0.327,0.0479,0.0787,-8.029,0.277,74.931,4,0.292,pop,#energique,#dance/#fête
aitana,vas a quedarte,2b3JxLi8KAiOsD8ehnOxDZ,79,0.795,0.395,226213,0.508,3.63e-06,0.0627,-3.522,0.0326,89.859,4,0.168,pop,#triste,#concentration/#travail
julia michaels,heaven,1T575AhHueYinKSDflEsGK,79,0.857,0.552,191787,0.371,0.0,0.0838,-9.104,0.0359,199.843,3,0.245,pop,#triste,#dance/#fête
dan + shay,speechless,7q7jyVU0f0hnod8tsaUmxg,79,0.328,0.631,212745,0.44,0.0,0.239,-5.948,0.028,136.033,4,0.418,pop,#energique,#dance/#fête
bryson tiller,don't,3pXF1nA74528Edde4of9CC,79,0.222,0.765,198293,0.356,0.0,0.0963,-5.556,0.196,97.001,4,0.19,pop,#triste,#dance/#fête
lauv,superhero,1Fo4OvzP9PThFKMeMIAEYu,79,0.82,0.681,179998,0.34,0.0,0.285,-8.617,0.0339,129.98,4,0.417,pop,#energique,#dance/#fête
ne-yo,so sick,6brl7bwOHmGFkNw3MBqssT,79,0.273,0.699,207187,0.592,0.0,0.202,-8.298,0.262,94.933,4,0.589,pop,#energique,#dance/#fête
manuel turizo,una lady como tú,7MHN1aCFtLXjownGhvEQlF,79,0.549,0.788,213027,0.477,0.0,0.349,-7.348,0.0434,94.983,4,0.86,pop,#joyeux,#dance/#fête
big sean,bounce back,0SGkqnVQo9KPytSri1H6cF,79,0.105,0.77,222360,0.567,0.0,0.125,-5.698,0.175,81.477,4,0.26,pop,#energique,#dance/#fête
u2,with or without you - remastered,6ADSaE87h8Y3lccZlBJdXH,79,0.000207,0.543,295516,0.432,0.369,0.146,-11.832,0.0288,110.196,4,0.107,pop,#triste,#dance/#fête
russ,losin control,4cxMGhkinTocPSVVKWIw0d,79,0.515,0.759,237507,0.245,0.000154,0.102,-6.545,0.138,96.992,4,0.209,pop,#triste,#dance/#fête
dan + shay,tequila,7Il2yWQmsqKgSkLQvHTPUI,79,0.0292,0.474,195987,0.594,0.0,0.133,-5.756,0.0289,86.131,4,0.503,pop,#energique,#concentration/#travail
rob $tone,chill bill,5uDASfU19gDxSjW8cnCaBp,79,0.0312,0.886,177184,0.427,0.00099,0.0906,-10.028,0.145,108.034,4,0.23,pop,#triste,#dance/#fête
katrina & the waves,walking on sunshine,05wIrZSwuaVWhcv5FfqeH0,79,0.0116,0.596,238733,0.869,0.173,0.0678,-11.97,0.037,109.902,4,0.944,pop,#joyeux,#dance/#fête
p!nk,what about us,0Qh38w01QRXK6KHIv0e3hb,79,0.0285,0.489,269600,0.588,2.11e-06,0.0906,-6.177,0.0507,113.617,4,0.187,pop,#triste,#sport/#cardio
khalid,8teen,5bgwqaRSS3M8WHWruHgSL5,79,0.225,0.83,228600,0.585,0.00209,0.0576,-5.802,0.0366,105.03,4,0.642,pop,#energique,#dance/#fête
niall horan,slow hands,2cOUlop2ZakjOKe4WinesN,79,0.0139,0.726,188174,0.431,0.0,0.054,-6.666,0.0554,85.889,4,0.86,pop,#joyeux,#dance/#fête
adele,someone like you,4kflIGfjdZJW4ot2ioixTB,79,0.892,0.559,285040,0.33,0.0,0.0975,-8.251,0.0285,135.109,4,0.285,pop,#energique,#dance/#fête
camila cabello,real friends,5vnpANH92iEajvGwE2oQ6r,79,0.235,0.701,223583,0.512,5.07e-06,0.135,-6.869,0.0969,91.947,4,0.663,pop,#energique,#dance/#fête
charlie puth,how long,6wmAHw1szh5RCKSRjiXhPe,79,0.211,0.845,200853,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,4,0.811,pop,#joyeux,#dance/#fête
sebastian yatra,vuelve,6WSAPEkvEfcEUgSTAo1D3S,79,0.559,0.716,224013,0.474,0.0,0.135,-6.714,0.052,77.811,4,0.302,pop,#energique,#dance/#fête
panic! at the disco,death of a bachelor,1BECwm5qkaBwlbfo4kpYx8,79,0.0137,0.462,203507,0.538,0.0,0.429,-5.527,0.059,139.256,4,0.405,pop,#energique,#sport/#cardio
james arthur,can i be him,0VhgEqMTNZwYL1ARDLLNCX,79,0.308,0.696,246880,0.543,0.0,0.0939,-6.164,0.0489,107.969,4,0.479,pop,#energique,#dance/#fête
jason mraz,lucky,0IktbUcnAGrvD03AWnz3Q8,79,0.296,0.623,191360,0.417,0.0,0.135,-8.699,0.0354,130.032,4,0.721,pop,#energique,#dance/#fête
offset,lick,4W9XGjEUVG9junR70FOLii,79,0.172,0.959,204516,0.539,0.0,0.108,-6.611,0.0958,103.0,4,0.657,pop,#energique,#dance/#fête
the temptations,my girl,6jWkZvd1URGktyTTwcpPpB,79,0.625,0.579,165000,0.419,0.0,0.0981,-10.72,0.0346,104.564,4,0.673,pop,#energique,#dance/#fête
ben e. king,stand by me,3SdTKo2uVsxFblQjpScoHy,79,0.57,0.65,180056,0.306,7.07e-06,0.0707,-9.443,0.0393,118.068,4,0.605,pop,#energique,#dance/#fête
rita ora,only want you,2CTN6UuO2dNEVZXR0DJVk2,79,0.0599,0.654,180760,0.528,7.14e-05,0.0975,-6.224,0.0412,82.014,4,0.376,pop,#energique,#dance/#fête
the chainsmokers,sick boy,58kZ9spgxmlEznXGu6FPdQ,79,0.109,0.663,193200,0.577,0.0,0.12,-7.518,0.0531,89.996,4,0.454,pop,#energique,#dance/#fête
hailee steinfeld,most girls,10GJQkjRJcZhGTLagFOC62,79,0.0485,0.76,204400,0.588,0.0,0.0847,-7.082,0.0775,102.974,4,0.384,pop,#energique,#dance/#fête
h.e.r.,could've been (feat. bryson tiller),6lzLjIOyWTyTJvk0jraYee,79,0.64,0.545,248467,0.33,7e-06,0.22,-11.719,0.164,103.553,4,0.399,pop,#energique,#dance/#fête
harry styles,sign of the times,5Ohxk2dO5COHF1krpoPigN,79,0.0275,0.516,340707,0.595,0.0,0.109,-4.63,0.0313,119.972,4,0.222,pop,#triste,#dance/#fête
the beatles,come together - remastered 2009,2EqlS6tkEnglzr7tkKAAYD,79,0.0302,0.533,259947,0.376,0.248,0.0926,-11.913,0.0393,165.007,4,0.187,pop,#triste,#dance/#fête
madison beer,home with you,0iwsQWgtjSq2kUXuZwTDAL,79,0.067,0.631,190576,0.599,0.0,0.0952,-6.137,0.0878,170.122,4,0.727,pop,#energique,#dance/#fête
sebastian yatra,no hay nadie más,3IPJg1sdqLj12kFIndaonN,78,0.861,0.695,199733,0.379,0.0,0.106,-9.096,0.0339,105.108,4,0.808,pop,#joyeux,#dance/#fête
lorde,royals,2dLLR6qlu5UJ5gk0dKz0h3,78,0.106,0.616,190185,0.432,0.0,0.132,-9.546,0.133,84.778,4,0.302,pop,#energique,#dance/#fête
the weeknd,"earned it (fifty shades of grey) - from the ""fifty shades of grey"" soundtrack",2PIvq1pGrUjY007X5y1UpM,78,0.391,0.66,252227,0.382,0.0,0.0972,-5.919,0.0304,119.875,3,0.436,pop,#energique,#dance/#fête
paloma mami,not steady,42ArfZUgGo3k5btIHp08it,78,0.207,0.876,190784,0.444,0.000827,0.105,-10.904,0.303,92.011,4,0.339,pop,#energique,#dance/#fête
cardi b,ring (feat. kehlani),5DfWF0jqMgZDCiu9zJENTA,78,0.049,0.767,177140,0.543,0.0,0.115,-7.881,0.103,106.029,4,0.485,pop,#energique,#dance/#fête
daniel caesar,who hurt you?,23c9gmiiv7RCu7twft0Mym,78,0.586,0.649,231964,0.493,0.000167,0.0667,-7.645,0.11,104.542,4,0.277,pop,#energique,#dance/#fête
cosculluela,madura (feat. bad bunny),0r9d60ZYPAlFHq8qnUtkXN,78,0.138,0.878,190909,0.555,1.34e-06,0.151,-7.639,0.202,88.029,4,0.751,pop,#joyeux,#dance/#fête
khalid,saturday nights remix,0W5oXFrxZNBTIS1eMW9Ofz,78,0.633,0.569,211103,0.414,0.0,0.0916,-8.901,0.0758,168.029,4,0.35,pop,#energique,#dance/#fête
miguel,sky walker (feat. travis scott),5WoaF1B5XIEnWfmb5NZikf,78,0.173,0.674,259333,0.506,0.0,0.0866,-10.532,0.0434,145.965,4,0.183,pop,#triste,#dance/#fête
james blunt,you're beautiful,0vg4WnUWvze6pBOJDTq99k,78,0.633,0.675,209493,0.479,1.76e-05,0.088,-9.87,0.0278,81.998,4,0.454,pop,#energique,#dance/#fête
frank ocean,nights,7eqoqGkKwgOaWNNHx90uEZ,78,0.42,0.466,307151,0.548,1.01e-06,0.113,-9.362,0.118,89.815,4,0.423,pop,#energique,#concentration/#travail
lewis capaldi,grace,4eQBL0cuF3ismYCzBff2Ii,78,0.49,0.733,184880,0.533,0.0,0.171,-6.971,0.0357,104.506,4,0.483,pop,#energique,#dance/#fête
50 cent,candy shop,5D2mYZuzcgjpchVY1pmTPh,78,0.0253,0.614,209107,0.574,3.2e-05,0.38,-7.961,0.466,125.173,5,0.755,pop,#joyeux,#dance/#fête
twenty one pilots,jumpsuit,1E1uGhNdBe6Dddbgs2KqtZ,78,0.00849,0.62,238560,0.61,0.162,0.205,-8.329,0.0373,127.052,4,0.235,pop,#triste,#dance/#fête
